#Creator: pendulumviewEventBuffer
#Creation time: Mon Mar  7 09:51:44 2022
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
58.472	500	58.498	480
58.523	496	58.548	481
58.574	492	58.599	480
58.624	486	58.650	480
58.675	482	58.701	478
58.725	477	58.751	476
58.776	473	58.802	473
58.827	470	58.852	471
58.878	468	58.903	468
58.928	466	58.954	466
58.979	466	59.005	463
59.029	467	59.055	461
59.081	469	59.106	459
59.131	472	59.156	458
59.182	476	59.208	457
59.232	480	59.258	456
59.283	484	59.309	457
59.334	489	59.359	457
59.385	493	59.410	459
59.435	498	59.461	461
59.486	501	59.512	464
59.536	504	59.562	466
59.587	506	59.613	469
59.638	507	59.663	472
59.689	507	59.714	474
59.739	505	59.765	476
59.790	503	59.816	478
59.840	500	59.866	479
59.892	497	59.917	480
59.942	492	59.967	480
59.993	488	60.019	479
60.043	484	60.069	479
60.094	480	60.120	476
60.145	476	60.170	475
60.196	473	60.221	472
60.246	471	60.272	470
60.297	469	60.323	467
60.347	469	60.373	464
60.398	469	60.424	462
60.449	470	60.474	460
60.500	472	60.525	459
60.550	476	60.576	457
60.601	479	60.627	457
60.651	483	60.677	457
60.703	487	60.728	458
60.753	491	60.778	459
60.804	495	60.830	462
60.854	498	60.880	463
60.905	501	60.931	466
60.956	503	60.981	468
61.007	504	61.032	471
