#Creator: pendulumviewEventBuffer
#Creation time: Mon Mar  7 09:51:44 2022
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
58.473	463	58.498	487
58.524	464	58.549	487
58.574	464	58.600	487
58.625	464	58.651	487
58.675	463	58.701	487
58.726	462	58.752	487
58.777	460	58.802	487
58.828	457	58.853	487
58.878	454	58.904	487
58.929	451	58.955	487
58.979	449	59.005	487
59.031	446	59.056	487
59.081	443	59.106	488
59.132	441	59.158	488
59.182	440	59.208	487
59.233	438	59.259	487
59.284	439	59.309	487
59.335	438	59.360	488
59.385	439	59.411	487
59.436	441	59.462	487
59.486	443	59.512	487
59.538	446	59.563	487
59.588	448	59.613	487
59.639	451	59.664	487
59.689	454	59.715	487
59.740	457	59.766	487
59.790	459	59.816	488
59.842	461	59.867	487
59.892	462	59.917	487
59.943	463	59.969	487
59.993	463	60.019	487
60.044	462	60.070	487
60.095	462	60.120	487
60.146	460	60.171	487
60.196	458	60.222	487
60.247	456	60.273	487
60.297	454	60.323	487
60.349	451	60.374	487
60.399	448	60.424	486
60.450	445	60.475	487
60.500	444	60.526	487
60.551	441	60.577	487
60.601	441	60.627	487
60.653	440	60.678	487
60.703	440	60.728	487
60.754	440	60.780	487
60.804	441	60.830	487
60.855	443	60.881	487
60.906	445	60.931	487
60.957	447	60.982	487
61.007	449	61.033	488
61.058	452	61.084	487
61.108	454	61.134	487
61.160	457	61.185	487
61.210	458	61.235	487
61.261	460	61.286	488
61.311	461	61.337	487
61.362	462	61.388	487
61.412	461	61.438	487
61.464	461	61.489	487
61.514	460	61.539	488
61.565	459	61.591	487
61.615	457	61.641	487
61.666	455	61.692	487
61.717	452	61.742	487
61.768	450	61.793	487
